text,method,label
modo=entrar&login=marge&pwd=g1ne136&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=4748&B1=Pasar+por+caja,GET,normal
modo=registro&login=ava8&password=0u5o&nombre=Ayar&apellidos=Traveria+Morera&email=huebing%40biosoftware.pe&dni=36563093Q&direccion=Carrer+Peru+128%2C+9%3FF&ciudad=Casas+de+Ben%EDtez&cp=10411&provincia=Le%F3n&ntc=4283457945091772&B1=Registrar,GET,normal
modo=registro&login=hargrow2&password=e7tearina&nombre=Dariela&apellidos=Claverol+Lemunao&email=loomis%40menorca.com.bb&dni=45935212A&direccion=Murillo%2C+185+2F&ciudad=Almeida+de+Sayago&cp=47330&provincia=Badajoz&ntc=9202478257950133&B1=Registrar,GET,normal
id=2&nombre=Queso+Manchego&precio=100&cantidad=28&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=lar&pwd=t2naja&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=7106&B1=Confirmar,GET,normal
modo=registro&login=darice&password=lloros*o&nombre=Evangelino&apellidos=Cangalaya&email=arguette%40tuslimites.tc&dni=81717068T&direccion=Pl.+Lime%F1o+22%2C+5%3FE&ciudad=Val+de+San+Lorenzo&cp=08263&provincia=%C1vila&ntc=8761060371713838&B1=Registrar,GET,normal
modo=registro&login=kelkar&password=.paTEO&nombre=Barcario&apellidos=Rafart+Baquer%F3&email=keep_theberge9%40aprendeaestudiar.gr&dni=54738650F&direccion=Avenida+De+La+Almozara+33%2C+&ciudad=Gallifa&cp=20001&provincia=Guadalajara&ntc=7548017062827268&B1=Registrar,GET,normal
id=2&nombre=Vino+Rioja&precio=100&cantidad=69&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=raing&pwd=zaca2%ED7&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=4364&B1=Pasar+por+caja,GET,normal
modo=registro&login=mallorie&password=ha6agar&nombre=Vinicio&apellidos=Espinoza+Blancarte&email=fischetti.bacall%40players.com.gr&dni=66376502C&direccion=Germanies+18%2C+&ciudad=Itrabo&cp=46660&provincia=Asturias&ntc=2812685253359971&B1=Registrar,GET,normal
modo=registro&login=mag8&password=d6ntrotr566&nombre=Tubal&apellidos=Arbel%E1ez+Grippo&email=barnett%40micaelagriga.mw&dni=55585768N&direccion=Pasaje+Alcobendas+S%2FN%2C+&ciudad=Alborea&cp=25152&provincia=Guadalajara&ntc=5181004596461757&B1=Registrar,GET,normal
id=2&nombre=Vino+Rioja&precio=100&cantidad=46&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=van_kast&pwd=recincho&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=6424&B1=Pasar+por+caja,GET,normal
modo=registro&login=wernher&password=e%2457ct918Ena&nombre=Zulaica&apellidos=Menchaca&email=lemoine5%40informatica2009.zr&dni=97531792Q&direccion=C%2F+Florida+162+1-F&ciudad=Terrateig&cp=22001&provincia=Alicante&ntc=8264568534946529&B1=Registrar,GET,normal
modo=registro&login=dre&password=caballillo&nombre=Tabar%E9&apellidos=Agra+Leuco&email=santini_baretto%40zarahealth.bm&dni=48714518N&direccion=C%2F+Encajeras%2C+40+4%3FF&ciudad=Sant+Mateu+de+Bages&cp=50615&provincia=Baleares+%28Illes%29&ntc=3720111017724174&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=39&cantidad=55&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=daphne&pwd=desvanecido&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=6110&B1=Confirmar,GET,normal
modo=registro&login=pafilis&password=d895ra8&nombre=Anan%EDas&apellidos=Zamarroni+Aburto&email=spaeth%40directoriogratuito.kr&dni=97228883V&direccion=Cami+Del+Fredolic+115+&ciudad=Ginebrosa%2C+La&cp=04458&provincia=Cuenca&ntc=2912546166098887&B1=Registrar,GET,normal
modo=registro&login=oblak&password=08Tiro72&nombre=Brisia&apellidos=Borrachero+Muros&email=swanson%40sexl.co&dni=51734480M&direccion=C%2F+Grabador+David+Roberts+154+1-H&ciudad=San+Mart%EDn+y+Mudri%E1n&cp=01169&provincia=Burgos&ntc=8961981301450385&B1=Registrar,GET,normal
id=3&nombre=Vino+Rioja&precio=100&cantidad=17&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=pelland&pwd=sedero&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=9464&B1=Confirmar,GET,normal
modo=registro&login=giertych&password=in4o75u1t4%21bili0a1&nombre=Dem%F3stenes&apellidos=Acebes+Matiz&email=dark%40ajuntamentbarcelona2-0.fi&dni=34575761E&direccion=Escocia+197+&ciudad=Riner&cp=26540&provincia=%C1vila&ntc=9607018610591675&B1=Registrar,GET,normal
modo=registro&login=padraic&password=-se331rio&nombre=Yuvia&apellidos=Escogido+Francesc&email=challee%40zonamodelos.co&dni=02933716C&direccion=Cami+Son+Anglada%2C+S%2FN+&ciudad=Lagata&cp=31382&provincia=Navarra&ntc=0777026292170424&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=85&cantidad=16&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=ranganad&pwd=1m1n7eb9rs8&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=8998&B1=Pasar+por+caja,GET,normal
modo=registro&login=penningt&password=BRUscatE&nombre=Teresilda&apellidos=Claverol+Lemunao&email=cadenat.mulich%404ghz.do&dni=69634281X&direccion=Alonso+De+Mendoza%2C+31+3B&ciudad=Villares+de+Soria%2C+Los&cp=44310&provincia=Girona&ntc=1657191621298298&B1=Registrar,GET,normal
modo=registro&login=ramani&password=3St59Et982&nombre=No%E9&apellidos=Madan+Deluca&email=mcgovern-boxter%40buscadordevideos.ag&dni=59041581Y&direccion=Antonio+Juez+67+3%3FA&ciudad=Villava%2FAtarrabia&cp=45221&provincia=Guadalajara&ntc=0512154682216503&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=100&cantidad=47&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=maroucho&pwd=d119a&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=4658&B1=Pasar+por+caja,GET,normal
modo=registro&login=sheree&password=4a6050&nombre=Conrado&apellidos=Tejo&email=edelman1%40hotelestopsecret.mt&dni=34597096J&direccion=C%2F+Sorbona%2C+124+12-F&ciudad=Elda&cp=16537&provincia=Tarragona&ntc=5515498437464021&B1=Registrar,GET,normal
modo=registro&login=chukwuem0&password=1R0MEntIcI2&nombre=Yesenia&apellidos=Mont+Olascoaga&email=laffan%40phd-photodecor.bv&dni=84304826M&direccion=Carlos+Tomas+Romero+130+&ciudad=Muras&cp=15911&provincia=Valladolid&ntc=4890165807728190&B1=Registrar,GET,normal
id=3&nombre=Vino+Rioja&precio=39&cantidad=25&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=jayavant&pwd=2s323a657a679&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=1976&B1=Confirmar,GET,normal
modo=registro&login=uresh&password=1u1tro&nombre=Milton&apellidos=Mompi%F3+Tupayachi&email=hartling%40solmicro-erp.dz&dni=49779839L&direccion=Entrada+Purra%2C+122%2C+3%3FE&ciudad=Iru%F1a+Oka%2FIru%F1a+de+Oca&cp=19342&provincia=Le%F3n&ntc=9116424268966228&B1=Registrar,GET,normal
modo=registro&login=egner&password=fAisanA&nombre=Queila&apellidos=Kaempfe+Amilibia&email=dahlke8%40elviajehacomenzado.sv&dni=57955652E&direccion=Calle+Codigo+Correspondencia+Oficial+Correos-telegrafos+33+&ciudad=Puebla+de+Bele%F1a&cp=16812&provincia=Cuenca&ntc=5630456632018872&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=100&cantidad=32&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=jemie&pwd=diVINIZACi%F3n&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=8912&B1=Pasar+por+caja,GET,normal
modo=registro&login=franka&password=V5482%2BCT0&nombre=Hossana&apellidos=Decour+Raichs&email=cou%40tradedeficit.pg&dni=81451206H&direccion=Calle+Joan+Salvat+Papasseit+S%2FN%2C+&ciudad=Cella&cp=50408&provincia=Badajoz&ntc=5349288055787524&B1=Registrar,GET,normal
modo=registro&login=drennan&password=5e56ir2&nombre=Nadal&apellidos=Caravantes&email=bohlen_newtell%40lodgemadrid.it&dni=25137442Y&direccion=Lugar+Higuera+Canaria%2C+169+&ciudad=Abia+de+la+Obispal%EDa&cp=08282&provincia=Girona&ntc=8541242880536778&B1=Registrar,GET,normal
id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=52&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=ngoc&pwd=6egas0a&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=9805&B1=Confirmar,GET,normal
modo=registro&login=nelia3&password=embel1e542&nombre=H%E9rcules&apellidos=Diez+Lizano&email=prueckner%40helicopter.com.gf&dni=33095587J&direccion=C%2F+Afrodita+160%2C+5%3FB&ciudad=Vistabella&cp=06894&provincia=Huelva&ntc=0367766571989021&B1=Registrar,GET,normal
modo=registro&login=quill&password=2u27lad9r4&nombre=Dalmiro&apellidos=Erill+Crespo&email=myers%40naturalchild.so&dni=91438020W&direccion=C%2F+Escultor+Julio+Gonzalez+88%2C+&ciudad=Amorebieta-Etxano&cp=05229&provincia=Teruel&ntc=6048554064822313&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=100&cantidad=25&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=licia&pwd=f983Ga2783&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=1366&B1=Pasar+por+caja,GET,normal
modo=registro&login=mebine&password=L16o2o&nombre=Filis&apellidos=Antih+Sacido&email=rosenblatt%40hormigon-impreso.az&dni=00699529F&direccion=Plaza+Pe%F1a+Gudina%2C+14%2C+&ciudad=San+Vicente+de+Ar%E9valo&cp=06660&provincia=Tarragona&ntc=8741178125642533&B1=Registrar,GET,normal
modo=registro&login=moel&password=lab2a8o4i0&nombre=Evangelino&apellidos=Marcano+Giner&email=jochim%40ajuntamentdebarcelona2-0.qa&dni=68733218H&direccion=Calle+Orotava+31+&ciudad=Valdelinares&cp=43439&provincia=Burgos&ntc=8288603955421514&B1=Registrar,GET,normal
id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=15&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=mizerk&pwd=balitear&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=9791&B1=Confirmar,GET,normal
modo=registro&login=proffit&password=5pio&nombre=Naimi&apellidos=Vallart+Casabella&email=lagrange%40zaya.bt&dni=09621588K&direccion=C%2F+Pedro+Lagasca%2C+176%2C+&ciudad=San+Mill%E1n%2FDonemiliaga&cp=12191&provincia=Tarragona&ntc=6659103638292546&B1=Registrar,GET,normal
modo=registro&login=paley&password=conTRaRioSa&nombre=Romarico&apellidos=Mastache+Comapla&email=koleskidy%40manjarr.ps&dni=23291292C&direccion=Calle+Cantos+Negros+150+&ciudad=Piedras+Albas&cp=01719&provincia=Almer%EDa&ntc=3175397567040813&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=100&cantidad=98&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=coulter&pwd=1ese3l59ri2l0d3&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=7825&B1=Pasar+por+caja,GET,normal
modo=registro&login=kaitlyn&password=8Omp0R1ti6a&nombre=Karem&apellidos=Armengol+Sieira&email=frechette8%40legami.ly&dni=56632037B&direccion=Jose+Incenga+14%2C+&ciudad=Ulldecona&cp=09610&provincia=Badajoz&ntc=0589864781053341&B1=Registrar,GET,normal
modo=registro&login=plater-z&password=aSOn0nTE&nombre=Mara&apellidos=Nardi+Borgu%F1a&email=nakadai_newell%40intercambioenlaces.tn&dni=16650765F&direccion=Antelo+y+Mari%F1o%2C+192%2C+&ciudad=San+Vicente+de+la+Barquera&cp=12182&provincia=C%E1ceres&ntc=7855531412363120&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=100&cantidad=15&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=moyers&pwd=tard%F3n&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=211&B1=Confirmar,GET,normal
modo=registro&login=ketchum&password=P21ITa1a&nombre=Nedra&apellidos=Derch+Mallol&email=davids%40chuecafamily.gov&dni=55341505D&direccion=Calle+Fomento%2C+197%2C+3B&ciudad=Coru%F1a+del+Conde&cp=43364&provincia=Barcelona&ntc=3368084974828178&B1=Registrar,GET,normal
modo=registro&login=asawa&password=S4DsUDEStE&nombre=Rhett&apellidos=Venzal+Tamayo&email=whitehead.kogan%40lamarsrl.qa&dni=98585223R&direccion=C%2F+Naturopata+Diego+Prieto+58%2C+&ciudad=Piedramillera&cp=33120&provincia=Pontevedra&ntc=7058252446193830&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=39&cantidad=76&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=roth&pwd=regaladam_ente&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=8217&B1=Confirmar,GET,normal
modo=registro&login=kaefer&password=cOrreNT%CDA&nombre=Yahed&apellidos=Moux+Claver&email=bradshaw.ocallaghan%40almascanarias.do&dni=05208723M&direccion=Calle+Puerta+Del+Sol%2C+88%2C+&ciudad=Villamanrique+de+la+Condesa&cp=47800&provincia=Valencia&ntc=6196716655513010&B1=Registrar,GET,normal
modo=registro&login=earline&password=4res-cr7pc4%F3n&nombre=Rawdon&apellidos=Rebollo+Fita&email=kaz%403horas.com&dni=96558759K&direccion=Av.+Vigo+144+2%3FH&ciudad=Argamasilla+de+Calatrava&cp=06393&provincia=Navarra&ntc=6529215202550061&B1=Registrar,GET,normal
id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=0&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=doretta5&pwd=InoFENSiVA&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=6258&B1=Pasar+por+caja,GET,normal
modo=registro&login=dottin&password=coladiza&nombre=Teobaldo&apellidos=Urbon&email=gomska.hopper%40ebuy.com.bi&dni=75010741J&direccion=Calle+Austria%2C+183+1-C&ciudad=Mierla%2C+La&cp=05147&provincia=Barcelona&ntc=7041334595483221&B1=Registrar,GET,normal
modo=registro&login=gidaro&password=tetona&nombre=Maijhara&apellidos=Pirla&email=porel%40xslive.sd&dni=81338514A&direccion=Los+Caprichos+126+&ciudad=Fuentidue%F1a&cp=25480&provincia=Albacete&ntc=3317651896955813&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=100&cantidad=63&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=koontz&pwd=enriquecedora&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=2969&B1=Pasar+por+caja,GET,normal
modo=registro&login=torcac2&password=pir%F3scafo&nombre=Agostina&apellidos=Camino+De+Mendonca&email=komarov%40docerosas.dk&dni=92106863M&direccion=Calle+Radio%2C+89+10F&ciudad=Torreblascopedro&cp=31153&provincia=Asturias&ntc=6202334892240470&B1=Registrar,GET,normal
modo=registro&login=drake3&password=cos6rio&nombre=Wara&apellidos=Caminero+Carre%F1o&email=goth-komarov%40frenchpolynesia.com.mg&dni=25585710G&direccion=C%2F+Cartagena%2C+84+3%3FB&ciudad=Bollullos+Par+del+Condado&cp=08394&provincia=Almer%EDa&ntc=4879316805989333&B1=Registrar,GET,normal
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=97&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=ronaldso&pwd=enjoyelada&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=6657&B1=Pasar+por+caja,GET,normal
modo=registro&login=ehrenfri&password=4l6AD1E14&nombre=Ail%E9n&apellidos=Amaro&email=antone1%40tiendasyofertas.ve&dni=97233442E&direccion=C%2F+Artazuri%F1a%2C+43+10%3FE&ciudad=Talarrubias&cp=03400&provincia=Granada&ntc=8954375699794509&B1=Registrar,GET,normal
modo=registro&login=brockie&password=1g73g04735&nombre=Veneranda&apellidos=Mayolas&email=nihei_donat%40multaspendientes.cu&dni=23611263S&direccion=Veronica+126%2C+&ciudad=Torresc%E1rcela&cp=35200&provincia=Guadalajara&ntc=2615220846617019&B1=Registrar,GET,normal
id=1&nombre=Queso+Manchego&precio=85&cantidad=62&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=beatty64&pwd=propaganda&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=5855&B1=Confirmar,GET,normal
modo=registro&login=jean-yve&password=reTEjAdOR&nombre=Cancia&apellidos=O%27Kinghtons+Camarena&email=olrich-shapiro1%40nuriamartin.aw&dni=97060354D&direccion=Senda+Buen+Paso+S%2FN%2C+&ciudad=Luesia&cp=22390&provincia=Asturias&ntc=8267431025409914&B1=Registrar,GET,normal
modo=registro&login=syamala&password=reco.cida&nombre=Pamina&apellidos=Bernaus&email=macko%40barebackespa%F1a.mq&dni=22521771X&direccion=Pla%E7a+Tarent%2C+117%2C+2-H&ciudad=Roperuelos+del+P%E1ramo&cp=26526&provincia=M%E1laga&ntc=2797487498491487&B1=Registrar,GET,normal
id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=54&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=vadim&pwd=24%ED&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=7205&B1=Confirmar,GET,normal
modo=registro&login=morten&password=sINCr5Nica&nombre=Solano&apellidos=Mera+Alc%E1cer&email=cambre%40be%F1esmer.na&dni=99783130E&direccion=Calle+Hostieros%2C+24+&ciudad=Brihuega&cp=50700&provincia=Cuenca&ntc=3581640568970302&B1=Registrar,GET,normal
modo=registro&login=lonald8&password=86Et4aR&nombre=Fabricio&apellidos=Linares+Barreras&email=kyle%40psykoterapeut.tv&dni=02906029W&direccion=Pasaje+Arquitecto+Gaudi+85%2C+&ciudad=Santa+Marina+del+Rey&cp=31594&provincia=Granada&ntc=9047664799943774&B1=Registrar,GET,normal
id=1&nombre=Queso+Manchego&precio=100&cantidad=33&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=nuttall&pwd=5exas9labo&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=8319&B1=Pasar+por+caja,GET,normal
modo=registro&login=van_bake&password=encatusar&nombre=Zenaires&apellidos=Puellas+Sarlinga&email=chuvalo%40ppmanzanares.nc&dni=38860881N&direccion=Calle+De+La+Madre+De+Dios+13%2C+&ciudad=Fuentes+de+Andaluc%EDa&cp=23280&provincia=La+Rioja&ntc=4140359172053437&B1=Registrar,GET,normal
modo=registro&login=phan&password=enJalbegada&nombre=Anatoly&apellidos=Antypas+Sardans&email=stanczak-kasem%40movil-google.tj&dni=08071780E&direccion=C%2F+Rodenas+170%2C+11%3FG&ciudad=Santa+Cristina+de+Valmadrigal&cp=08110&provincia=Burgos&ntc=7812372382354284&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=85&cantidad=39&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=bergland&pwd=85amo&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=2461&B1=Confirmar,GET,normal
modo=registro&login=bauer&password=P41DiD3M31tE&nombre=Ele%E1zaro&apellidos=Felip+Campos&email=gere.pratsch-kaufmann%40rubirubi.sj&dni=50239662A&direccion=Glorieta+Pastrana%2C+17+1-B&ciudad=Villavendimio&cp=42113&provincia=%C1vila&ntc=2243766198035370&B1=Registrar,GET,normal
modo=registro&login=lar&password=con2E5u934e1215E&nombre=Johsin&apellidos=Yern&email=trebaol%40arroyomolinos-madrid.gq&dni=51414020G&direccion=Callejon+Tallacarne+175%2C+6%3FC&ciudad=Zarzosa&cp=07529&provincia=Madrid&ntc=8320919959502275&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=39&cantidad=65&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=gingeric&pwd=mOnImI%C1CEO&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=928&B1=Confirmar,GET,normal
modo=registro&login=opaline&password=sagard%FAa&nombre=Vazk%E9n&apellidos=Chumbiauca&email=standiford%40elpaisaje.bg&dni=17115248M&direccion=Plza.+Santa+Marina%2C+S%2FN%2C+12%3FH&ciudad=Casabermeja&cp=03520&provincia=Lleida&ntc=1289184005344933&B1=Registrar,GET,normal
modo=registro&login=glaser&password=elementada&nombre=Davel&apellidos=De+Mendonca+Ors&email=chua%40comerciosdeaspe.om&dni=41909752A&direccion=De+La+Coma%2C+112+4-B&ciudad=San+Miguel+de+Abona&cp=04100&provincia=Ourense&ntc=4150902070293588&B1=Registrar,GET,normal
id=1&nombre=Queso+Manchego&precio=39&cantidad=0&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=atl-sale&pwd=mocoso&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=1111&B1=Pasar+por+caja,GET,normal
modo=registro&login=auria&password=perero&nombre=Ubaldino&apellidos=Guillem+Paip%F3&email=dante%40opticaweb.mobi&dni=89687602E&direccion=C%2F+San+Antonio+65+12%3FA&ciudad=Nieva+de+Cameros&cp=03440&provincia=Palencia&ntc=3055509843252102&B1=Registrar,GET,normal
modo=registro&login=caudle&password=entremezclar&nombre=Blasinda&apellidos=Trafelati+Zurera&email=soeltoft%40nanogenerador.pr&dni=15896821A&direccion=Guadalquivir+116%2C+&ciudad=Cercs&cp=17405&provincia=Ourense&ntc=8245101859277917&B1=Registrar,GET,normal
id=1&nombre=Vino+Rioja&precio=100&cantidad=69&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=keehn&pwd=abogada&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=5818&B1=Confirmar,GET,normal
modo=registro&login=producti8&password=lacero&nombre=T%E1cito&apellidos=Caldes&email=scheppan-ishikawa%40tuslimites.ly&dni=20223132Z&direccion=Avinguda+Castellot%2C+116%2C+&ciudad=Benifallet&cp=26292&provincia=Girona&ntc=3591958882412356&B1=Registrar,GET,normal
modo=registro&login=valle&password=EsTIVaL&nombre=Zanobia&apellidos=Arajol+Lo+Cascio&email=merande%40icodea.va&dni=48064800K&direccion=Estrecho+De+Ormuz+62%2C+7-G&ciudad=Nieva+de+Cameros&cp=06380&provincia=Valladolid&ntc=2800093230018510&B1=Registrar,GET,normal
id=2&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=64&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=mikel&pwd=atrazar&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=7013&B1=Confirmar,GET,normal
modo=registro&login=ferris&password=tolondro&nombre=Paz&apellidos=Pujolr%E0s+Tremosa&email=kamekona%40gopersonaltrainers.fj&dni=50604841B&direccion=Camino+Elorrieta%2C+193%2C+2A&ciudad=Orea&cp=22500&provincia=M%E1laga&ntc=4717738233798026&B1=Registrar,GET,normal
modo=registro&login=joyan&password=hojaldrista&nombre=Mathius&apellidos=Narvate&email=pupinyo%40multaspendientes.ve&dni=08466616V&direccion=Aaiun%2C+122+12%3FF&ciudad=Andosilla&cp=17800&provincia=Le%F3n&ntc=8860654392526309&B1=Registrar,GET,normal
id=3&nombre=Queso+Manchego&precio=39&cantidad=1&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=dev&pwd=v2e2udO&remember=off&B1=Entrar,GET,normal
modo=insertar&precio=7965&B1=Confirmar,GET,normal
modo=registro&login=valma&password=v433g3o5i6r79&nombre=Hernardo&apellidos=Chicon+Merlo&email=matzenauer%40evelin.com.ci&dni=84125384D&direccion=C%2F+Castalia+134+12%3FF&ciudad=Tordellego&cp=22361&provincia=Palencia&ntc=4126502266405093&B1=Registrar,GET,normal
modo=registro&login=fergusso&password=inuNd%21Ar&nombre=Ubaldo&apellidos=Pellizza+Echevarr%EDa&email=operalo%40canovash.vg&dni=49159005R&direccion=Calle+Brasilia%2C+68%2C+&ciudad=Tard%E1guila&cp=09267&provincia=Teruel&ntc=2301580169203669&B1=Registrar,GET,normal
id=2&nombre=Queso+Manchego&precio=85&cantidad=41&B1=A%F1adir+al+carrito,GET,normal
modo=entrar&login=geeta&pwd=2el6s&remember=on&B1=Entrar,GET,normal
modo=insertar&precio=9849&B1=Pasar+por+caja,GET,normal
modo=registro&login=natiuk&password=0estot32&nombre=Manquel&apellidos=Peraferr&email=riento%40maison-cadaques.gd&dni=79506626L&direccion=Calle+Sol+S%2FN%2C+&ciudad=Maello&cp=42113&provincia=Vizcaya&ntc=1666522520422230&B1=Registrar,GET,normal
modo=registro&login=maxsom&password=2s323a657a679&nombre=Silvia&apellidos=Alfonso&email=szarabajka%40queinvento.si&dni=86464472C&direccion=C%2F+Ce%F1a%2C+107%2C+&ciudad=Cijuela&cp=22809&provincia=Navarra&ntc=5525531016614315&B1=Registrar,GET,normal
